,sents,chapter,entities,chunks,label
2987,"And so, just as δαψ and εαω were rectilinear triangles, with right angles at δ and ε, and a common vertex α, δα will be to εα as arc δψ is to arc εω.",32.0,[],"[δαψ, εαω, rectilinear triangles, right angles, δ, a common vertex, δα, arc δψ]",0
2988,But αδ is longer than αε.,32.0,[],"[αδ, αε]",0
2989,"Therefore, arc δψ is longer than εω.",32.0,[],[],0
2990,"These arcs, which are in fact unequal, appear equal from α. The question now is, how much time will the planet take to traverse each arc, according to Ptolemy's theory and hypothesis, when it has an equant?",32.0,"[('equant', 'ASTR')]","[These arcs, fact, α, The question, how much time, the planet, each arc, Ptolemy's theory, hypothesis, it, an equant]",0
2991,"So let straight lines be drawn from the center γ through the points ψ and ω, intersecting the equant at χ, τ. Now Ptolemy will say, ""since the whole circle of the equant υφ denotes the periodic time of the planet, then υχ is the measure of the time which the planet takes to traverse the arc of the eccentric ψδ, and φτ is the measure of the time which the planet takes to traverse the arc of the eccentric εω.""",32.0,"[('equant', 'ASTR'), ('equant', 'ASTR'), ('eccentric', 'ASTR'), ('eccentric', 'ASTR')]","[straight lines, the center, the points, the equant, χ, Ptolemy, the whole circle, the equant, the periodic time, the planet, the measure, the time, the planet, the arc, the eccentric ψδ, the measure, the time, the planet, the arc]",0
2992,"And now I myself say that υχ, thus designated as the arc of the time (as Ptolemy wished) is to the arc δψ which the planet traverses, very nearly as αδ, the distance of the arc δψ from the center of the world, is to δβ the mean distance of the points π and ρ from α. And likewise, the arc of the time φτ is to the arc of the planet's motion εω, approximately as αε, the distance of the arc εω from the center of the world α is to εβ and απ, the mean distance from the center of the world, which may be found at the points π and ρ. And now, as before, as γυ is to γδ so is υχ to δψ, and as γφ is to γε so is φτ to εω.",32.0,[],"[I, myself, the arc, the time, Ptolemy, the arc, the planet, the distance, the arc, the center, the world, the mean distance, the points, α, the arc, the time, the arc, the planet's motion, the distance, the arc, the center, the world, εβ, the center, the world, the points, π, γυ, γφ, φτ]",0
2993,"But γυ is to γδ very nearly as βδ (or γυ) is to αδ, and this is shown by the fact that βδ is the arithmetic mean between γδ and αδ, since Ptolemy makes αβ, βγ equal.",32.0,[],"[γυ, γδ, βδ, γυ, the fact, βδ, the arithmetic mean, γδ, Ptolemy]",0
2994,"And further, the arithmetic mean between two terms whose ratio is near equality is only imperceptibly greater than the geometric mean.",32.0,[],"[the arithmetic mean, two terms, whose ratio, equality]",0
2995,"For example, the arithmetic mean between 10 and 12 is 11, and the geometric mean is about 1019/20, so that there is less than the twentieth part of a unit between the two means.",32.0,[],"[example, the arithmetic mean, the geometric mean, the twentieth part, a unit, the two means]",0
2996,"Nevertheless, these numbers are of the order of the eccentricity of Mars, which according to Ptolemy has the greatest eccentricity of all the planets.",32.0,"[('eccentricity', 'ASTR'), ('Mars', 'PLAN'), ('eccentricity', 'ASTR')]","[these numbers, the order, the eccentricity, Mars, Ptolemy, the greatest eccentricity, all the planets]",0
2997,"And therefore, since the ratio γυ to γδ is imperceptibly greater than the ratio αδ to δβ, χυ will also have to ψδ a ratio imperceptibly greater than αδ to δβ.",32.0,[],"[the ratio, the ratio, δβ, χυ, a ratio, δβ]",0
2998,"Likewise, as γε is to γφ, so is εω to φτ, but γε is to γφ approximately as εβ is to αε; that is, the former ratio is only imperceptibly less than the latter.",32.0,[],"[γε, γε, εβ, αε, the former ratio]",0
2999,"Therefore, too, the ratio εω to φτ is only imperceptibly smaller than the ratio εβ to αε.",32.0,[],"[the ratio, φτ, the ratio, αε]",0
3000,Now let us permute the ratios.,32.0,[],"[us, the ratios]",0
3001,"For the ratio αδ to δβ is imperceptibly less than the ratio δβ or βε to εα, seeing that βδ or βε is the arithmetic mean between αδ and αε, as before.",32.0,[],"[the ratio, αδ, δβ, the ratio, βδ, βε, the arithmetic mean, αδ, αε]",0
3002,"But it was proved that the ratio υχ to δψ is greater than the ratio αδ to δβ, from the smaller pair, and the ratio εω to φτ is less than the ratio εβ to αε,  from the greater pair, so that in the two ratios αδ to δβ and εβ to αε, the amount by which the former terms will be greater and the latter smaller is, in the two ratios υχ to δψ and εω to φτ, the same as the amount by which the former is greater and the latter smaller.",32.0,[],"[it, the ratio, δψ, the ratio, δβ, the smaller pair, the ratio, φτ, the ratio, αε, the greater pair, the two ratios, δβ, αε, the former terms, the two ratios, the amount]",0
3003,"Consequently, there is some compensation even for that imperceptible difference, so that it is much more nearly true that the ratio of υχ to δψ is equal within a hair's breadth to the ratio of εω to φτ.",32.0,[],"[some compensation, that imperceptible difference, it, the ratio, υχ, a hair's breadth, the ratio, εω, φτ]",0
3004,"Therefore, the arcs δψ and εω being taken as equal (which hitherto were unequal), either δψ or εω will be a mean proportional between υχ, the increment of time at aphelion, and φτ, the increment of time at perihelion.",32.0,"[('aphelion', 'ASTR'), ('perihelion', 'ASTR')]","[the arcs, hitherto, εω, υχ, the increment, time, aphelion, the increment, time, perihelion]",0
3005,"Consequently, the ratio υχ to φτ (δψ and εω being equal) will be in the duplicate ratio of αδ to δβ or βε to εα, the former smaller and the latter greater by an imperceptible difference.",32.0,[],"[the ratio, φτ, the duplicate ratio, αδ, δβ, an imperceptible difference]",0
3006,"But since the ratio αδ to αε is also the duplicate of either of these (for it is compounded of the two, which are nearly equal, taking the arithmetic mean δβ or βε), therefore, the arcs on the eccentric δψ and εω being equal, the ratio of the times υχ to φτ will be equal to the ratio αδ to αε.",32.0,"[('eccentric', 'ASTR')]","[the ratio, αε, the duplicate, it, δβ, βε, the arcs, the eccentric δψ, the ratio, the times, the ratio, αε]",0
3007,"Or, more clearly, the planet takes a proportionally longer time to traverse some particular eccentric arc at δ than to traverse an equal eccentric arc at ε, according as αδ is greater than αε.",32.0,"[('eccentric', 'ASTR'), ('eccentric', 'ASTR')]","[the planet, a proportionally longer time, some particular eccentric arc, δ, an equal eccentric arc, ε, αδ, αε]",0
3008,"And this follows from the way the Ptolemaic form*  is ordered, and from its equalizing point, by means of a proof that is certain and valid so far as it concerns points near apogee and perigee.",32.0,"[('Ptolemaic', 'NAME'), ('apogee', 'ASTR'), ('perigee', 'ASTR')]","[the way, the Ptolemaic form, its equalizing point, means, a proof, it, points, apogee]",0
3009,"At other points there appears a very small discrepancy, which is all the smaller in effect the more obvious it is in the demonstration.",32.0,[],"[other points, effect, it, the demonstration]",0
3010,"This is because (for example) the ratio αμ to αν is smaller, and the ratio αθ to αι is much smaller, than αδ to αε, the greatest ratio, where the effect is also greatest.",32.0,[],"[example, the ratio, the ratio, αι, αδ, αε, the greatest ratio, the effect]",0
3011,Chapter 33,33.0,[],[Chapter],0
3012,The power that moves the planets resides in the body of the sun,33.0,[],"[The power, the planets, the body, the sun]",0
3013,"It was demonstrated in the previous chapter that the increments of time of a planet on equal parts of the eccentric circle (or on equal distances in the aethereal air) are in the same ratio to each other as the distances of those same spaces from the point whence the eccentricity is reckoned; or, more simply, to the extent that a planet is farther from the point that is taken as the center of the world, it is less strongly urged to move about that point.",33.0,"[('eccentric', 'ASTR'), ('eccentricity', 'ASTR')]","[It, the previous chapter, the increments, time, a planet, equal parts, the eccentric circle, equal distances, the aethereal air, the same ratio, the distances, those same spaces, the eccentricity, the extent, a planet, the point, the center, the world, it, that point]",0
3014,"It is therefore necessary that the cause of this weakening is either in the very body of the planet, and in a motive force placed therein, or right at the supposed center of the world.",33.0,[],"[It, the cause, this weakening, the very body, the planet, a motive force, the supposed center, the world]",0
3015,"Now it is an axiom of the most common application in all of natural philosophy that of those things which occur at the same time and in the same manner, and which are always subject to like measurements, either one is the cause of the other or both are effects of the same cause.",33.0,[],"[it, an axiom, the most common application, natural philosophy, those things, the same time, the same manner, measurements, either one, the cause, effects]",0
3016,"Just so, in this instance, the intension and remission of motion is always in the same ratio as the approach and recession from the center of the world.",33.0,[],"[this instance, the intension, remission, motion, the same ratio, the approach, recession, the center, the world]",0
3017,"Thus, either that weakening will be the cause of the star's motion away from the center of the world, or the motion away will be the cause of the weakening, or both will  have some cause in common.",33.0,"[('star', 'ASTR')]","[that weakening, the cause, the star's motion, the center, the world, the motion, the cause, the weakening]",0
3018,"But no one can think up some third concurrent thing that would be the common cause of these two, and in the following chapters it will become clear that we have no need of feigning any such cause, since the two are sufficient in themselves.",33.0,[],"[no one, some third concurrent thing, the following chapters, it, we, no need, themselves]",0
